"","agency_cd.x","site_no.x","dateTime","Flow_Inst","Flow_Inst_cd","tz_cd.x","agency_cd.y","site_no.y","Nitrate_mgl","X_99133_Inst_cd","tz_cd.y"
"2321","USGS","02251767",2015-06-20 21:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2322","USGS","02251767",2015-06-20 22:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2323","USGS","02251767",2015-06-20 22:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2324","USGS","02251767",2015-06-20 22:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2325","USGS","02251767",2015-06-20 22:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2326","USGS","02251767",2015-06-20 23:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2327","USGS","02251767",2015-06-20 23:15:00,34.7,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2328","USGS","02251767",2015-06-20 23:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2329","USGS","02251767",2015-06-20 23:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2330","USGS","02251767",2015-06-21 00:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2331","USGS","02251767",2015-06-21 00:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2332","USGS","02251767",2015-06-21 00:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2333","USGS","02251767",2015-06-21 00:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2334","USGS","02251767",2015-06-21 01:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2335","USGS","02251767",2015-06-21 01:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2336","USGS","02251767",2015-06-21 01:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2337","USGS","02251767",2015-06-21 01:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2338","USGS","02251767",2015-06-21 02:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2339","USGS","02251767",2015-06-21 02:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2340","USGS","02251767",2015-06-21 02:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2341","USGS","02251767",2015-06-21 02:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2342","USGS","02251767",2015-06-21 03:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2343","USGS","02251767",2015-06-21 03:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2344","USGS","02251767",2015-06-21 03:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2345","USGS","02251767",2015-06-21 03:45:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2346","USGS","02251767",2015-06-21 04:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2347","USGS","02251767",2015-06-21 04:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2348","USGS","02251767",2015-06-21 04:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2349","USGS","02251767",2015-06-21 04:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2350","USGS","02251767",2015-06-21 05:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2351","USGS","02251767",2015-06-21 05:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2352","USGS","02251767",2015-06-21 05:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2353","USGS","02251767",2015-06-21 05:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2354","USGS","02251767",2015-06-21 06:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2355","USGS","02251767",2015-06-21 06:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2356","USGS","02251767",2015-06-21 06:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2357","USGS","02251767",2015-06-21 06:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2358","USGS","02251767",2015-06-21 07:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2359","USGS","02251767",2015-06-21 07:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2360","USGS","02251767",2015-06-21 07:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2361","USGS","02251767",2015-06-21 07:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2362","USGS","02251767",2015-06-21 08:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2363","USGS","02251767",2015-06-21 08:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2364","USGS","02251767",2015-06-21 08:30:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2365","USGS","02251767",2015-06-21 08:45:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2366","USGS","02251767",2015-06-21 09:00:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2367","USGS","02251767",2015-06-21 09:15:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2368","USGS","02251767",2015-06-21 09:30:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2369","USGS","02251767",2015-06-21 09:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2370","USGS","02251767",2015-06-21 10:00:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2371","USGS","02251767",2015-06-21 10:15:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2372","USGS","02251767",2015-06-21 10:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2373","USGS","02251767",2015-06-21 10:45:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2374","USGS","02251767",2015-06-21 11:00:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2375","USGS","02251767",2015-06-21 11:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2376","USGS","02251767",2015-06-21 11:30:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2377","USGS","02251767",2015-06-21 11:45:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2378","USGS","02251767",2015-06-21 12:00:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2379","USGS","02251767",2015-06-21 12:15:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2380","USGS","02251767",2015-06-21 12:30:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2381","USGS","02251767",2015-06-21 12:45:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2382","USGS","02251767",2015-06-21 13:00:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2383","USGS","02251767",2015-06-21 13:15:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2384","USGS","02251767",2015-06-21 13:30:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2385","USGS","02251767",2015-06-21 13:45:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2386","USGS","02251767",2015-06-21 14:00:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2387","USGS","02251767",2015-06-21 14:15:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2388","USGS","02251767",2015-06-21 14:30:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2389","USGS","02251767",2015-06-21 14:45:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2390","USGS","02251767",2015-06-21 15:00:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2391","USGS","02251767",2015-06-21 15:15:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2392","USGS","02251767",2015-06-21 15:30:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2393","USGS","02251767",2015-06-21 15:45:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2394","USGS","02251767",2015-06-21 16:00:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2395","USGS","02251767",2015-06-21 16:15:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2396","USGS","02251767",2015-06-21 16:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2397","USGS","02251767",2015-06-21 16:45:00,32.4,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2398","USGS","02251767",2015-06-21 17:00:00,32.4,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2399","USGS","02251767",2015-06-21 17:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2400","USGS","02251767",2015-06-21 17:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2401","USGS","02251767",2015-06-21 17:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2402","USGS","02251767",2015-06-21 18:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2403","USGS","02251767",2015-06-21 18:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2404","USGS","02251767",2015-06-21 18:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2405","USGS","02251767",2015-06-21 18:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2406","USGS","02251767",2015-06-21 19:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2407","USGS","02251767",2015-06-21 19:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2408","USGS","02251767",2015-06-21 19:30:00,30.2,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2409","USGS","02251767",2015-06-21 19:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2410","USGS","02251767",2015-06-21 20:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2411","USGS","02251767",2015-06-21 20:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2412","USGS","02251767",2015-06-21 20:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2413","USGS","02251767",2015-06-21 20:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2414","USGS","02251767",2015-06-21 21:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2415","USGS","02251767",2015-06-21 21:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2416","USGS","02251767",2015-06-21 21:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2417","USGS","02251767",2015-06-21 21:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2418","USGS","02251767",2015-06-21 22:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2419","USGS","02251767",2015-06-21 22:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2420","USGS","02251767",2015-06-21 22:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2421","USGS","02251767",2015-06-21 22:45:00,30.2,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2422","USGS","02251767",2015-06-21 23:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2423","USGS","02251767",2015-06-21 23:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2424","USGS","02251767",2015-06-21 23:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2425","USGS","02251767",2015-06-21 23:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2426","USGS","02251767",2015-06-22 00:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2427","USGS","02251767",2015-06-22 00:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2428","USGS","02251767",2015-06-22 00:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2429","USGS","02251767",2015-06-22 00:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2430","USGS","02251767",2015-06-22 01:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2431","USGS","02251767",2015-06-22 01:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2432","USGS","02251767",2015-06-22 01:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2433","USGS","02251767",2015-06-22 01:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2434","USGS","02251767",2015-06-22 02:00:00,30.2,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2435","USGS","02251767",2015-06-22 02:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2436","USGS","02251767",2015-06-22 02:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2437","USGS","02251767",2015-06-22 02:45:00,30.2,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2438","USGS","02251767",2015-06-22 03:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2439","USGS","02251767",2015-06-22 03:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2440","USGS","02251767",2015-06-22 03:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2441","USGS","02251767",2015-06-22 03:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2442","USGS","02251767",2015-06-22 04:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2443","USGS","02251767",2015-06-22 04:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2444","USGS","02251767",2015-06-22 04:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2445","USGS","02251767",2015-06-22 04:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2446","USGS","02251767",2015-06-22 05:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2447","USGS","02251767",2015-06-22 05:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2448","USGS","02251767",2015-06-22 05:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2449","USGS","02251767",2015-06-22 05:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2450","USGS","02251767",2015-06-22 06:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2451","USGS","02251767",2015-06-22 06:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2452","USGS","02251767",2015-06-22 06:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2453","USGS","02251767",2015-06-22 06:45:00,30.2,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2454","USGS","02251767",2015-06-22 07:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2455","USGS","02251767",2015-06-22 07:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2456","USGS","02251767",2015-06-22 07:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2457","USGS","02251767",2015-06-22 07:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2458","USGS","02251767",2015-06-22 08:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2459","USGS","02251767",2015-06-22 08:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2460","USGS","02251767",2015-06-22 08:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2461","USGS","02251767",2015-06-22 08:45:00,28.1,"A","UTC","USGS","02251767",0.1,"A","UTC"
"2462","USGS","02251767",2015-06-22 09:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2463","USGS","02251767",2015-06-22 09:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2464","USGS","02251767",2015-06-22 09:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2465","USGS","02251767",2015-06-22 09:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2466","USGS","02251767",2015-06-22 10:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2467","USGS","02251767",2015-06-22 10:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2468","USGS","02251767",2015-06-22 10:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2469","USGS","02251767",2015-06-22 10:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2470","USGS","02251767",2015-06-22 11:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2471","USGS","02251767",2015-06-22 11:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2472","USGS","02251767",2015-06-22 11:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2473","USGS","02251767",2015-06-22 11:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2474","USGS","02251767",2015-06-22 12:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2475","USGS","02251767",2015-06-22 12:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2476","USGS","02251767",2015-06-22 12:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2477","USGS","02251767",2015-06-22 12:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2478","USGS","02251767",2015-06-22 13:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2479","USGS","02251767",2015-06-22 13:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2480","USGS","02251767",2015-06-22 13:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2481","USGS","02251767",2015-06-22 13:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2482","USGS","02251767",2015-06-22 14:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2483","USGS","02251767",2015-06-22 14:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2484","USGS","02251767",2015-06-22 14:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2485","USGS","02251767",2015-06-22 14:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2486","USGS","02251767",2015-06-22 15:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2487","USGS","02251767",2015-06-22 15:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2488","USGS","02251767",2015-06-22 15:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2489","USGS","02251767",2015-06-22 15:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2490","USGS","02251767",2015-06-22 16:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2491","USGS","02251767",2015-06-22 16:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2492","USGS","02251767",2015-06-22 16:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2493","USGS","02251767",2015-06-22 16:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2494","USGS","02251767",2015-06-22 17:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2495","USGS","02251767",2015-06-22 17:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2496","USGS","02251767",2015-06-22 17:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2497","USGS","02251767",2015-06-22 17:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2498","USGS","02251767",2015-06-22 18:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2499","USGS","02251767",2015-06-22 18:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2500","USGS","02251767",2015-06-22 18:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2501","USGS","02251767",2015-06-22 18:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2502","USGS","02251767",2015-06-22 19:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2503","USGS","02251767",2015-06-22 19:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2504","USGS","02251767",2015-06-22 19:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2505","USGS","02251767",2015-06-22 19:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2506","USGS","02251767",2015-06-22 20:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2507","USGS","02251767",2015-06-22 20:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2508","USGS","02251767",2015-06-22 20:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2509","USGS","02251767",2015-06-22 20:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2510","USGS","02251767",2015-06-22 21:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2511","USGS","02251767",2015-06-22 21:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2512","USGS","02251767",2015-06-22 21:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2513","USGS","02251767",2015-06-22 21:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2514","USGS","02251767",2015-06-22 22:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2515","USGS","02251767",2015-06-22 22:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2516","USGS","02251767",2015-06-22 22:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2517","USGS","02251767",2015-06-22 22:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2518","USGS","02251767",2015-06-22 23:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2519","USGS","02251767",2015-06-22 23:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2520","USGS","02251767",2015-06-22 23:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2521","USGS","02251767",2015-06-22 23:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2522","USGS","02251767",2015-06-23 00:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2523","USGS","02251767",2015-06-23 00:15:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2524","USGS","02251767",2015-06-23 00:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2525","USGS","02251767",2015-06-23 00:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2526","USGS","02251767",2015-06-23 01:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2527","USGS","02251767",2015-06-23 01:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2528","USGS","02251767",2015-06-23 01:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2529","USGS","02251767",2015-06-23 01:45:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2530","USGS","02251767",2015-06-23 02:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2531","USGS","02251767",2015-06-23 02:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2532","USGS","02251767",2015-06-23 02:30:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2533","USGS","02251767",2015-06-23 02:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2534","USGS","02251767",2015-06-23 03:00:00,30.2,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2535","USGS","02251767",2015-06-23 03:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2536","USGS","02251767",2015-06-23 03:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2537","USGS","02251767",2015-06-23 03:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2538","USGS","02251767",2015-06-23 04:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2539","USGS","02251767",2015-06-23 04:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2540","USGS","02251767",2015-06-23 04:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2541","USGS","02251767",2015-06-23 04:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2542","USGS","02251767",2015-06-23 05:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2543","USGS","02251767",2015-06-23 05:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2544","USGS","02251767",2015-06-23 05:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2545","USGS","02251767",2015-06-23 05:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2546","USGS","02251767",2015-06-23 06:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2547","USGS","02251767",2015-06-23 06:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2548","USGS","02251767",2015-06-23 06:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2549","USGS","02251767",2015-06-23 06:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2550","USGS","02251767",2015-06-23 07:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2551","USGS","02251767",2015-06-23 07:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2552","USGS","02251767",2015-06-23 07:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2553","USGS","02251767",2015-06-23 07:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2554","USGS","02251767",2015-06-23 08:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2555","USGS","02251767",2015-06-23 08:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2556","USGS","02251767",2015-06-23 08:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2557","USGS","02251767",2015-06-23 08:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2558","USGS","02251767",2015-06-23 09:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2559","USGS","02251767",2015-06-23 09:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2560","USGS","02251767",2015-06-23 09:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2561","USGS","02251767",2015-06-23 09:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2562","USGS","02251767",2015-06-23 10:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2563","USGS","02251767",2015-06-23 10:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2564","USGS","02251767",2015-06-23 10:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2565","USGS","02251767",2015-06-23 10:45:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2566","USGS","02251767",2015-06-23 11:00:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2567","USGS","02251767",2015-06-23 11:15:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
"2568","USGS","02251767",2015-06-23 11:30:00,28.1,"A","UTC","USGS","02251767",0.09,"A","UTC"
