"","X","agency_cd.x","site_no.x","dateTime","Flow_Inst","Flow_Inst_cd","tz_cd.x","agency_cd.y","site_no.y","Nitrate_mgl","X_99133_Inst_cd","tz_cd.y"
"1567",1567,"USGS",2250030,"2014-12-21 01:15:00",36.8,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1568",1568,"USGS",2250030,"2014-12-21 01:30:00",40.4,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1569",1569,"USGS",2250030,"2014-12-21 01:45:00",40.4,"A","UTC","USGS",2250030,0.2,"A","UTC"
"1570",1570,"USGS",2250030,"2014-12-21 02:00:00",43.9,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1571",1571,"USGS",2250030,"2014-12-21 02:15:00",47.5,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1572",1572,"USGS",2250030,"2014-12-21 02:30:00",51,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1573",1573,"USGS",2250030,"2014-12-21 02:45:00",47.6,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1574",1574,"USGS",2250030,"2014-12-21 03:00:00",40.5,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1575",1575,"USGS",2250030,"2014-12-21 03:15:00",37.1,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1576",1576,"USGS",2250030,"2014-12-21 03:30:00",54.6,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1577",1577,"USGS",2250030,"2014-12-21 03:45:00",40.5,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1578",1578,"USGS",2250030,"2014-12-21 04:00:00",58.1,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1579",1579,"USGS",2250030,"2014-12-21 04:15:00",68.3,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1580",1580,"USGS",2250030,"2014-12-21 04:30:00",61.1,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1581",1581,"USGS",2250030,"2014-12-21 04:45:00",50.6,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1582",1582,"USGS",2250030,"2014-12-21 05:00:00",57.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1583",1583,"USGS",2250030,"2014-12-21 05:15:00",50.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1584",1584,"USGS",2250030,"2014-12-21 05:30:00",60.7,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1585",1585,"USGS",2250030,"2014-12-21 05:45:00",50.2,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1586",1586,"USGS",2250030,"2014-12-21 06:00:00",50.2,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1587",1587,"USGS",2250030,"2014-12-21 06:15:00",39.8,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1588",1588,"USGS",2250030,"2014-12-21 06:30:00",53.5,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1589",1589,"USGS",2250030,"2014-12-21 06:45:00",60.2,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1590",1590,"USGS",2250030,"2014-12-21 07:00:00",43,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1591",1591,"USGS",2250030,"2014-12-21 07:15:00",49.8,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1592",1592,"USGS",2250030,"2014-12-21 07:30:00",49.7,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1593",1593,"USGS",2250030,"2014-12-21 07:45:00",49.7,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1594",1594,"USGS",2250030,"2014-12-21 08:00:00",49.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1595",1595,"USGS",2250030,"2014-12-21 08:15:00",49.6,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1596",1596,"USGS",2250030,"2014-12-21 08:30:00",39.3,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1597",1597,"USGS",2250030,"2014-12-21 08:45:00",39.4,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1598",1598,"USGS",2250030,"2014-12-21 09:00:00",49.6,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1599",1599,"USGS",2250030,"2014-12-21 09:15:00",39.3,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1600",1600,"USGS",2250030,"2014-12-21 09:30:00",42.8,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1601",1601,"USGS",2250030,"2014-12-21 09:45:00",46.1,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1602",1602,"USGS",2250030,"2014-12-21 10:00:00",49.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1603",1603,"USGS",2250030,"2014-12-21 10:15:00",46.2,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1604",1604,"USGS",2250030,"2014-12-21 10:30:00",29.2,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1605",1605,"USGS",2250030,"2014-12-21 10:45:00",36.2,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1606",1606,"USGS",2250030,"2014-12-21 11:00:00",36.4,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1607",1607,"USGS",2250030,"2014-12-21 11:15:00",33,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1608",1608,"USGS",2250030,"2014-12-21 11:30:00",36.6,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1609",1609,"USGS",2250030,"2014-12-21 11:45:00",43.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1610",1610,"USGS",2250030,"2014-12-21 12:00:00",33.3,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1611",1611,"USGS",2250030,"2014-12-21 12:15:00",33.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1612",1612,"USGS",2250030,"2014-12-21 12:30:00",30,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1613",1613,"USGS",2250030,"2014-12-21 12:45:00",33.5,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1614",1614,"USGS",2250030,"2014-12-21 13:00:00",33.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1615",1615,"USGS",2250030,"2014-12-21 13:15:00",30.2,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1616",1616,"USGS",2250030,"2014-12-21 13:30:00",33.8,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1617",1617,"USGS",2250030,"2014-12-21 13:45:00",30.3,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1618",1618,"USGS",2250030,"2014-12-21 14:00:00",19.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1619",1619,"USGS",2250030,"2014-12-21 14:15:00",37.4,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1620",1620,"USGS",2250030,"2014-12-21 14:30:00",33.9,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1621",1621,"USGS",2250030,"2014-12-21 14:45:00",30.4,"A","UTC","USGS",2250030,0.27,"A","UTC"
"1622",1622,"USGS",2250030,"2014-12-21 15:00:00",23.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1623",1623,"USGS",2250030,"2014-12-21 15:15:00",37.5,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1624",1624,"USGS",2250030,"2014-12-21 15:30:00",34,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1625",1625,"USGS",2250030,"2014-12-21 15:45:00",44.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1626",1626,"USGS",2250030,"2014-12-21 16:00:00",44.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1627",1627,"USGS",2250030,"2014-12-21 16:15:00",30.4,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1628",1628,"USGS",2250030,"2014-12-21 16:30:00",44.6,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1629",1629,"USGS",2250030,"2014-12-21 16:45:00",37.5,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1630",1630,"USGS",2250030,"2014-12-21 17:00:00",44.5,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1631",1631,"USGS",2250030,"2014-12-21 17:15:00",41,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1632",1632,"USGS",2250030,"2014-12-21 17:30:00",44.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1633",1633,"USGS",2250030,"2014-12-21 17:45:00",40.7,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1634",1634,"USGS",2250030,"2014-12-21 18:00:00",51.1,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1635",1635,"USGS",2250030,"2014-12-21 18:15:00",47.3,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1636",1636,"USGS",2250030,"2014-12-21 18:30:00",40.3,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1637",1637,"USGS",2250030,"2014-12-21 18:45:00",29.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1638",1638,"USGS",2250030,"2014-12-21 19:00:00",29.8,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1639",1639,"USGS",2250030,"2014-12-21 19:15:00",29.7,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1640",1640,"USGS",2250030,"2014-12-21 19:30:00",46.9,"A","UTC","USGS",2250030,0.27,"A","UTC"
"1641",1641,"USGS",2250030,"2014-12-21 19:45:00",50.3,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1642",1642,"USGS",2250030,"2014-12-21 20:00:00",39.9,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1643",1643,"USGS",2250030,"2014-12-21 20:15:00",50.1,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1644",1644,"USGS",2250030,"2014-12-21 20:30:00",29.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1645",1645,"USGS",2250030,"2014-12-21 20:45:00",46.4,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1646",1646,"USGS",2250030,"2014-12-21 21:00:00",36.1,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1647",1647,"USGS",2250030,"2014-12-21 21:15:00",42.8,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1648",1648,"USGS",2250030,"2014-12-21 21:30:00",42.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1649",1649,"USGS",2250030,"2014-12-21 21:45:00",39.3,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1650",1650,"USGS",2250030,"2014-12-21 22:00:00",35.9,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1651",1651,"USGS",2250030,"2014-12-21 22:15:00",56.3,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1652",1652,"USGS",2250030,"2014-12-21 22:30:00",52.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1653",1653,"USGS",2250030,"2014-12-21 22:45:00",49.2,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1654",1654,"USGS",2250030,"2014-12-21 23:00:00",22.3,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1655",1655,"USGS",2250030,"2014-12-21 23:15:00",35.9,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1656",1656,"USGS",2250030,"2014-12-21 23:30:00",25.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1657",1657,"USGS",2250030,"2014-12-21 23:45:00",39.5,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1658",1658,"USGS",2250030,"2014-12-22 00:00:00",43.1,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1659",1659,"USGS",2250030,"2014-12-22 00:15:00",43.2,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1660",1660,"USGS",2250030,"2014-12-22 00:30:00",50.1,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1661",1661,"USGS",2250030,"2014-12-22 00:45:00",36.4,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1662",1662,"USGS",2250030,"2014-12-22 01:00:00",36.5,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1663",1663,"USGS",2250030,"2014-12-22 01:15:00",36.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1664",1664,"USGS",2250030,"2014-12-22 01:30:00",40.2,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1665",1665,"USGS",2250030,"2014-12-22 01:45:00",40.3,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1666",1666,"USGS",2250030,"2014-12-22 02:00:00",50.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1667",1667,"USGS",2250030,"2014-12-22 02:15:00",33.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1668",1668,"USGS",2250030,"2014-12-22 02:30:00",37,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1669",1669,"USGS",2250030,"2014-12-22 02:45:00",37.2,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1670",1670,"USGS",2250030,"2014-12-22 03:00:00",51.3,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1671",1671,"USGS",2250030,"2014-12-22 03:15:00",47.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1672",1672,"USGS",2250030,"2014-12-22 03:30:00",33.7,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1673",1673,"USGS",2250030,"2014-12-22 03:45:00",44.3,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1674",1674,"USGS",2250030,"2014-12-22 04:00:00",40.9,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1675",1675,"USGS",2250030,"2014-12-22 04:15:00",37.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1676",1676,"USGS",2250030,"2014-12-22 04:30:00",51.6,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1677",1677,"USGS",2250030,"2014-12-22 04:45:00",58.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1678",1678,"USGS",2250030,"2014-12-22 05:00:00",62,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1679",1679,"USGS",2250030,"2014-12-22 05:15:00",54.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1680",1680,"USGS",2250030,"2014-12-22 05:30:00",61.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1681",1681,"USGS",2250030,"2014-12-22 05:45:00",54.2,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1682",1682,"USGS",2250030,"2014-12-22 06:00:00",74.6,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1683",1683,"USGS",2250030,"2014-12-22 06:15:00",63.9,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1684",1684,"USGS",2250030,"2014-12-22 06:30:00",63.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1685",1685,"USGS",2250030,"2014-12-22 06:45:00",63.5,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1686",1686,"USGS",2250030,"2014-12-22 07:00:00",46.4,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1687",1687,"USGS",2250030,"2014-12-22 07:15:00",12.3,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1688",1688,"USGS",2250030,"2014-12-22 07:30:00",36.7,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1689",1689,"USGS",2250030,"2014-12-22 07:45:00",67.9,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1690",1690,"USGS",2250030,"2014-12-22 08:00:00",50.5,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1691",1691,"USGS",2250030,"2014-12-22 08:15:00",60.7,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1692",1692,"USGS",2250030,"2014-12-22 08:30:00",63.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1693",1693,"USGS",2250030,"2014-12-22 08:45:00",63.7,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1694",1694,"USGS",2250030,"2014-12-22 09:00:00",49.9,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1695",1695,"USGS",2250030,"2014-12-22 09:15:00",29.4,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1696",1696,"USGS",2250030,"2014-12-22 09:30:00",46.7,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1697",1697,"USGS",2250030,"2014-12-22 09:45:00",56.9,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1698",1698,"USGS",2250030,"2014-12-22 10:00:00",66.9,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1699",1699,"USGS",2250030,"2014-12-22 10:15:00",46.3,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1700",1700,"USGS",2250030,"2014-12-22 10:30:00",36.2,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1701",1701,"USGS",2250030,"2014-12-22 10:45:00",46.5,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1702",1702,"USGS",2250030,"2014-12-22 11:00:00",50.1,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1703",1703,"USGS",2250030,"2014-12-22 11:15:00",39.9,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1704",1704,"USGS",2250030,"2014-12-22 11:30:00",26.2,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1705",1705,"USGS",2250030,"2014-12-22 11:45:00",29.8,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1706",1706,"USGS",2250030,"2014-12-22 12:00:00",36.9,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1707",1707,"USGS",2250030,"2014-12-22 12:15:00",33.5,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1708",1708,"USGS",2250030,"2014-12-22 12:30:00",47.8,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1709",1709,"USGS",2250030,"2014-12-22 12:45:00",40.9,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1710",1710,"USGS",2250030,"2014-12-22 13:00:00",47.9,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1711",1711,"USGS",2250030,"2014-12-22 13:15:00",41,"A","UTC","USGS",2250030,0.3,"A","UTC"
"1712",1712,"USGS",2250030,"2014-12-22 13:30:00",34.1,"A","UTC","USGS",2250030,0.3,"A","UTC"
"1713",1713,"USGS",2250030,"2014-12-22 13:45:00",37.8,"A","UTC","USGS",2250030,0.28,"A","UTC"
"1714",1714,"USGS",2250030,"2014-12-22 14:00:00",41.4,"A","UTC","USGS",2250030,0.3,"A","UTC"
"1715",1715,"USGS",2250030,"2014-12-22 14:15:00",41.5,"A","UTC","USGS",2250030,0.29,"A","UTC"
"1716",1716,"USGS",2250030,"2014-12-22 14:30:00",37.9,"A","UTC","USGS",2250030,0.27,"A","UTC"
"1717",1717,"USGS",2250030,"2014-12-22 14:45:00",30.8,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1718",1718,"USGS",2250030,"2014-12-22 15:00:00",30.8,"A","UTC","USGS",2250030,0.29,"A","UTC"
"1719",1719,"USGS",2250030,"2014-12-22 15:15:00",41.7,"A","UTC","USGS",2250030,0.31,"A","UTC"
"1720",1720,"USGS",2250030,"2014-12-22 15:30:00",38.1,"A","UTC","USGS",2250030,0.28,"A","UTC"
"1721",1721,"USGS",2250030,"2014-12-22 15:45:00",38.1,"A","UTC","USGS",2250030,0.28,"A","UTC"
"1722",1722,"USGS",2250030,"2014-12-22 16:00:00",38.1,"A","UTC","USGS",2250030,0.27,"A","UTC"
"1723",1723,"USGS",2250030,"2014-12-22 16:15:00",38.2,"A","UTC","USGS",2250030,0.29,"A","UTC"
"1724",1724,"USGS",2250030,"2014-12-22 16:30:00",52.6,"A","UTC","USGS",2250030,0.3,"A","UTC"
"1725",1725,"USGS",2250030,"2014-12-22 16:45:00",59.8,"A","UTC","USGS",2250030,0.29,"A","UTC"
"1726",1726,"USGS",2250030,"2014-12-22 17:00:00",38.1,"A","UTC","USGS",2250030,0.31,"A","UTC"
"1727",1727,"USGS",2250030,"2014-12-22 17:15:00",52.5,"A","UTC","USGS",2250030,0.32,"A","UTC"
"1728",1728,"USGS",2250030,"2014-12-22 17:30:00",59.7,"A","UTC","USGS",2250030,0.32,"A","UTC"
"1729",1729,"USGS",2250030,"2014-12-22 17:45:00",52.3,"A","UTC","USGS",2250030,0.29,"A","UTC"
"1730",1730,"USGS",2250030,"2014-12-22 18:00:00",52.2,"A","UTC","USGS",2250030,0.32,"A","UTC"
"1731",1731,"USGS",2250030,"2014-12-22 18:15:00",59.4,"A","UTC","USGS",2250030,0.27,"A","UTC"
"1732",1732,"USGS",2250030,"2014-12-22 18:30:00",76.9,"A","UTC","USGS",2250030,0.3,"A","UTC"
"1733",1733,"USGS",2250030,"2014-12-22 18:45:00",73,"A","UTC","USGS",2250030,0.27,"A","UTC"
"1734",1734,"USGS",2250030,"2014-12-22 19:00:00",58.6,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1735",1735,"USGS",2250030,"2014-12-22 19:15:00",40.9,"A","UTC","USGS",2250030,0.27,"A","UTC"
"1736",1736,"USGS",2250030,"2014-12-22 19:30:00",55.1,"A","UTC","USGS",2250030,0.28,"A","UTC"
"1737",1737,"USGS",2250030,"2014-12-22 19:45:00",54.9,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1738",1738,"USGS",2250030,"2014-12-22 20:00:00",51.2,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1739",1739,"USGS",2250030,"2014-12-22 20:15:00",54.7,"A","UTC","USGS",2250030,0.28,"A","UTC"
"1740",1740,"USGS",2250030,"2014-12-22 20:30:00",65.1,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1741",1741,"USGS",2250030,"2014-12-22 20:45:00",43.9,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1742",1742,"USGS",2250030,"2014-12-22 21:00:00",54.4,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1743",1743,"USGS",2250030,"2014-12-22 21:15:00",57.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1744",1744,"USGS",2250030,"2014-12-22 21:30:00",54.2,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1745",1745,"USGS",2250030,"2014-12-22 21:45:00",43.8,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1746",1746,"USGS",2250030,"2014-12-22 22:00:00",50.7,"A","UTC","USGS",2250030,0.28,"A","UTC"
"1747",1747,"USGS",2250030,"2014-12-22 22:15:00",50.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1748",1748,"USGS",2250030,"2014-12-22 22:30:00",57.5,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1749",1749,"USGS",2250030,"2014-12-22 22:45:00",47,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1750",1750,"USGS",2250030,"2014-12-22 23:00:00",29.6,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1751",1751,"USGS",2250030,"2014-12-22 23:15:00",54,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1752",1752,"USGS",2250030,"2014-12-22 23:30:00",60.9,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1753",1753,"USGS",2250030,"2014-12-22 23:45:00",53.9,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1754",1754,"USGS",2250030,"2014-12-23 00:00:00",33.2,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1755",1755,"USGS",2250030,"2014-12-23 00:15:00",33.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1756",1756,"USGS",2250030,"2014-12-23 00:30:00",33.5,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1757",1757,"USGS",2250030,"2014-12-23 00:45:00",33.6,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1758",1758,"USGS",2250030,"2014-12-23 01:00:00",51.3,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1759",1759,"USGS",2250030,"2014-12-23 01:15:00",61.8,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1760",1760,"USGS",2250030,"2014-12-23 01:30:00",40.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1761",1761,"USGS",2250030,"2014-12-23 01:45:00",30.3,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1762",1762,"USGS",2250030,"2014-12-23 02:00:00",33.9,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1763",1763,"USGS",2250030,"2014-12-23 02:15:00",41.1,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1764",1764,"USGS",2250030,"2014-12-23 02:30:00",51.8,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1765",1765,"USGS",2250030,"2014-12-23 02:45:00",44.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1766",1766,"USGS",2250030,"2014-12-23 03:00:00",41.3,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1767",1767,"USGS",2250030,"2014-12-23 03:15:00",37.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1768",1768,"USGS",2250030,"2014-12-23 03:30:00",45,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1769",1769,"USGS",2250030,"2014-12-23 03:45:00",37.9,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1770",1770,"USGS",2250030,"2014-12-23 04:00:00",41.6,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1771",1771,"USGS",2250030,"2014-12-23 04:15:00",38.1,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1772",1772,"USGS",2250030,"2014-12-23 04:30:00",41.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1773",1773,"USGS",2250030,"2014-12-23 04:45:00",34.6,"A","UTC","USGS",2250030,0.27,"A","UTC"
"1774",1774,"USGS",2250030,"2014-12-23 05:00:00",41.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1775",1775,"USGS",2250030,"2014-12-23 05:15:00",48.9,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1776",1776,"USGS",2250030,"2014-12-23 05:30:00",41.7,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1777",1777,"USGS",2250030,"2014-12-23 05:45:00",52.5,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1778",1778,"USGS",2250030,"2014-12-23 06:00:00",38.1,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1779",1779,"USGS",2250030,"2014-12-23 06:15:00",52.4,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1780",1780,"USGS",2250030,"2014-12-23 06:30:00",52.2,"A","UTC","USGS",2250030,0.21,"A","UTC"
"1781",1781,"USGS",2250030,"2014-12-23 06:45:00",55.6,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1782",1782,"USGS",2250030,"2014-12-23 07:00:00",55.5,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1783",1783,"USGS",2250030,"2014-12-23 07:15:00",44.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1784",1784,"USGS",2250030,"2014-12-23 07:30:00",62.6,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1785",1785,"USGS",2250030,"2014-12-23 07:45:00",58.8,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1786",1786,"USGS",2250030,"2014-12-23 08:00:00",51.5,"A","UTC","USGS",2250030,0.22,"A","UTC"
"1787",1787,"USGS",2250030,"2014-12-23 08:15:00",37.3,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1788",1788,"USGS",2250030,"2014-12-23 08:30:00",37.3,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1789",1789,"USGS",2250030,"2014-12-23 08:45:00",33.8,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1790",1790,"USGS",2250030,"2014-12-23 09:00:00",40.7,"A","UTC","USGS",2250030,0.25,"A","UTC"
"1791",1791,"USGS",2250030,"2014-12-23 09:15:00",51.2,"A","UTC","USGS",2250030,0.23,"A","UTC"
"1792",1792,"USGS",2250030,"2014-12-23 09:30:00",47.6,"A","UTC","USGS",2250030,0.26,"A","UTC"
"1793",1793,"USGS",2250030,"2014-12-23 09:45:00",44,"A","UTC","USGS",2250030,0.24,"A","UTC"
"1794",1794,"USGS",2250030,"2014-12-23 10:00:00",37,"A","UTC","USGS",2250030,0.23,"A","UTC"
